               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,     train/lmmd_loss,       train/fg_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,       val/lmmd_loss,         val/fg_loss,               x/lr0,               x/lr1,               x/lr2
                  96,            0.033716,           0.0051411,            0.001066,                   0,             0.60382,             0.79378,              0.6616,             0.73541,             0.35498,            0.042046,            0.017053,           0.0022306,                   0,                   0,          0.00079509,          0.00079509,          0.00079509
                  97,            0.037724,           0.0035705,           0.0026633,                   0,              0.5957,              0.7762,             0.64418,             0.72088,             0.34456,             0.04162,            0.017046,            0.002217,                   0,                   0,          0.00079112,          0.00079112,          0.00079112
                  98,            0.031603,           0.0049136,           0.0016351,                   0,              0.5963,             0.79192,             0.64972,             0.73353,             0.35642,             0.04158,            0.017027,           0.0021873,                   0,                   0,          0.00078713,          0.00078713,          0.00078713
                  99,             0.05883,           0.0068133,           0.0026707,                   0,             0.60633,              0.7853,             0.64964,             0.73592,             0.35773,            0.041459,            0.017173,           0.0021751,                   0,                   0,          0.00078311,          0.00078311,          0.00078311
                 100,            0.042362,           0.0078311,           0.0054803,                   0,              0.6103,             0.76683,             0.64333,             0.72526,             0.36684,            0.041906,             0.01715,             0.00217,                   0,                   0,          0.00077907,          0.00077907,          0.00077907
                 101,            0.033151,           0.0092435,            0.001989,                   0,             0.60691,             0.81625,             0.64649,             0.74262,             0.36808,            0.041975,            0.017616,           0.0021516,                   0,                   0,            0.000775,            0.000775,            0.000775
                 102,               0.032,           0.0059947,           0.0018706,                   0,             0.58858,             0.82291,             0.64535,             0.74045,             0.35718,            0.042315,            0.017847,           0.0021439,                   0,                   0,          0.00077091,          0.00077091,          0.00077091
                 103,            0.017178,           0.0031823,           0.0007567,                   0,             0.60049,             0.81322,             0.64997,             0.74813,             0.35178,            0.042589,            0.017941,            0.002157,                   0,                   0,          0.00076679,          0.00076679,          0.00076679
                 104,            0.041128,           0.0053987,           0.0026462,                   0,             0.60142,             0.82554,             0.66737,             0.75264,             0.36321,            0.042019,            0.017696,           0.0021539,                   0,                   0,          0.00076265,          0.00076265,          0.00076265
                 105,            0.035034,            0.010494,           0.0015542,                   0,             0.61043,             0.82334,             0.66154,             0.74984,             0.35261,            0.042057,            0.017669,           0.0021556,                   0,                   0,          0.00075848,          0.00075848,          0.00075848
                 106,            0.026467,           0.0051535,           0.0019184,                   0,             0.60877,              0.8102,             0.66153,             0.74573,             0.36199,            0.042016,            0.017351,           0.0021766,                   0,                   0,           0.0007543,           0.0007543,           0.0007543
                 107,            0.018499,            0.003025,          0.00043685,                   0,             0.59101,             0.82385,             0.65572,             0.75784,             0.37233,            0.041864,            0.017301,            0.002151,                   0,                   0,          0.00075009,          0.00075009,          0.00075009
                 108,            0.046531,            0.010338,           0.0029044,                   0,              0.6201,             0.81856,             0.64353,             0.74327,             0.35944,             0.04162,            0.017445,           0.0021316,                   0,                   0,          0.00074585,          0.00074585,          0.00074585
                 109,             0.04602,           0.0062241,           0.0019732,                   0,             0.58767,             0.79979,              0.6699,             0.74406,             0.36331,             0.04166,            0.017548,           0.0021229,                   0,                   0,           0.0007416,           0.0007416,           0.0007416
                 110,            0.027477,           0.0061518,           0.0013606,                   0,             0.59908,             0.75461,             0.70253,             0.75251,             0.37046,            0.041426,            0.017405,            0.002088,                   0,                   0,          0.00073733,          0.00073733,          0.00073733
                 111,            0.043965,           0.0094653,           0.0087528,                   0,             0.63331,             0.82941,             0.64417,             0.74252,             0.35135,             0.04168,             0.01741,           0.0020502,                   0,                   0,          0.00073303,          0.00073303,          0.00073303
                 112,            0.029671,           0.0050975,          0.00061163,                   0,             0.59679,             0.78372,               0.686,             0.75588,              0.3603,            0.041621,            0.017418,            0.002009,                   0,                   0,          0.00072872,          0.00072872,          0.00072872
                 113,            0.039028,           0.0088055,           0.0024726,                   0,             0.61241,             0.79809,             0.69065,             0.75542,             0.36705,            0.041792,            0.017412,           0.0020162,                   0,                   0,          0.00072438,          0.00072438,          0.00072438
